Why do we formulate a problem as a CSP?,"One reason is that the CSPs yield a natural representation for a wide variety of problems; it is often easy to formulate a problem as a CSP.
",,
What are linear constraints?,"Linear constraints are  constraints in which each variable appears only in linear form. 
",,
What is unary constraint?,"A unary constraint restricts the value of a single variable. 
",,
What is a global constraint?,"A global constraint is a constraint involving an arbitrary number of variables.
",,
What is constraint propagation?,"""It is using the constraints to reduce the number of legal values for a variable",,
What is node-consistency?,"A single variable is node-consistent if all the values in the variable’s domain satisfy the variable’s unary constraints. 
",,
What is arc-consistent?,"A variable in a CSP is arc-consistent if every value in its domain satisfies the variable’s binary constraints. 
",,
What is the example of algorithm that enforce arc consistency?,"The most popular algorithm for enforcing arc consistency is called AC-3. 
",,
What can path consistency do?,"Path consistency tightens the binary constraints by using implicit constraints that are inferred by looking at triples of variables.
",,
What is minimum-remaining-values?,"Minimum-remaining-value is the idea of choosing the variable with the fewest “legal” values.
",,
What can degree heuristic do?,"Degree heuristic attempts to reduce the branching factor on future choices by selecting the variable that is involved in the largest number of constraints on other unassigned variables.
",,
What can the least-constraining-value heuristic do?,"The least-constraining-value heuristic prefers the value that rules out the fewest choices for the neighboring variables in the constraint graph.
",,
What is the policy of backtracking-search algorithm?,"The backtracking-search algorithm backs up to the preceding variable and try a different value for it. 
",,
What is a backjumping method?,"A backjumping method backtracks to the most recent assignment in the conflict set.
",,
What happens to the algorithm when no legal value is found?,"""When no legal value is found",,
What is constraint learning?,"Constraint learning is the idea of finding a minimum set of variables from the conflict set that causes the problem.
",,
How can independence be ascertained?,"Independence can be ascertained simply by finding connected components of the constraint graph. 
",,
